カード番号,文字,字体数,用例数1,用例数2,用例数3,大字典番号,部首番号
0874,漢,1,31,,,06499,085
0875,洛,1,6,,,06123,085
0876,河,1,7,,,06045,085
0877,滿,1,4,,,06476,085
0878,沛,1,2,,,06034,085
0879,06233,1,2,,,06233,085
0880,湛,1,2,,,06365,085
0881,06282,1,2,,,06282,085
0882,水,1,8,,,05952,085
0883,焉,1,7,,,06861,086
0884,火,1,2,,,06776,086
0885,然,1,3,,,06885,086
0886,無,1,16,,,06872,086
0887,燒,1,2,,,06978,086
0888,燔,1,3,,,06980,086
0889,爵,1,2,,,07034,087
0890-0891,爲,1,87,,,07032,087
0892,爭,1,3,,,07028,087
0893,父,1,8,,,07035,088
0894,牙,1,5,,,07065,092
0895,牛,1,3,,,07072,093
0896,犢,1,5,,,07106,093
0897,牧,1,4,,,07079,093
0898,物,1,6,,,07080,093
0899,獲,1,8,,,07241,094
0900,獄,1,2,,,07212,094
0901,猶,1,2,,,07203,094
0902,犯,1,2,,,07112,094
0903,狄,1,2,,,07127,094
0904,猛,1,2,,,07180,094
0905,率,1,25,,,07259,095
0906,璽,1,3,,,07389,096
0907-0908,王,1,79,,,07262,096
0909,珍,1,2,,,07287,096
0910,甄,1,2,,,07437,098
0911,甚,1,7,,,07457,099
0912,生,1,11,,,07461,100
0913,田,1,5,,,07478,102
0914,異,1,9,,,07530,102
0915,申,1,7,,,07481,102
0916,甲,1,14,,,07480,102
0917,留,1,6,,,07508,102
0918,由,1,2,,,07479,102
0919,當,1,8,,,07535,102
0920,略,1,2,,,07522,102
0921,疆,1,2,,,07548,102
0922,發,1,12,,,07707,105
0923,登,1,3,,,07706,105
0924,癸,1,5,,,07703,105
0925,白,1,2,,,07709,106
0926,百,1,14,,,07710,106
0927,皇,1,9,,,07718,106
0928,盜,1,4,,,07771,108
0929,益,1,3,,,07759,108
0930,盆,1,2,,,07756,108
0931,盡,1,6,,,07779,108
0932,盛,1,5,,,07770,108
0933,盧,1,3,,,07785,108
0934,07861,1,5,,,07861,109
0935,衆,1,21,,,07844,109
0936,省,1,2,,,07807,109
0937,眉,1,16,,,07813,109
0938,相,1,10,,,07801,109
0939,矢,1,2,,,07937,111
0940,知,1,7,,,07941,111
0941,石,1,5,,,07954,112
0942,破,1,44,,,07986,112
0943,神,1,4,,,08124,113
0944,社,1,5,,,08101,113
0945,祖,1,7,,,08117,113
0946,祠,1,5,,,08126,113
0947,祐,1,5,,,08112,113
0948,祭,1,6,,,08135,113
0949,禹,1,11,,,08172,114
0950,稱,1,7,,,08248,115
0951,稷,1,4,,,08252,115
0952,秋,1,8,,,08187,115
0953,移,1,3,,,08212,115
0954,穀,1,5,,,08261,115
0955,稍,1,2,,,08224,115
0956,秩,1,2,,,08206,115
0957,積,1,2,,,08269,115
0958,秀,1,6,,,08179,115
0959,秦,1,5,,,08204,115
0960,窮,1,2,,,08329,116
0961,突,1,3,,,08303,116
0962,空,1,5,,,08296,116
0963,竝,1,3,,,08361,117
0964,立,1,17,,,08354,117
0965,章,1,4,,,08366,117
0966,節,1,5,,,08493,118
0967,等,1,15,,,08426,118
0968,答,2,1,1,,08437,118
0969,策,1,2,,,08438,118
0970,符,1,3,,,08408,118
0971,第,1,3,,,08412,118
0972,紆,1,4,,,08741,120
0973,素,1,2,,,08765,120
0974,級,1,5,,,08759,120
0975,純,1,5,,,08753,120
0976,繋,1,2,,,09030,120
0977,結,1,2,,,08807,120
0978,縣,1,8,,,08972,120
0979,納,1,2,,,08747,120
0980,絶,1,4,,,08809,120
0981,綬,1,4,,,08878,120
0982,績,1,2,,,08994,120
0983,縱,1,2,,,08982,120
0984,索,1,2,,,08767,120
0985,置,1,3,,,09128,122
0986,罪,1,3,,,09125,122
0987,罰,1,2,,,09130,122
0988,美,1,2,,,09155,123
0989,羣,1,7,,,09175,123
0990,義,1,8,,,09177,123
0991,者,1,34,,,09255,125
0992,老,1,4,,,09250,125
0993,考,1,2,,,09251,125
0994,而,1,43,,,09264,126
0995,耿,1,12,,,09298,128
0996,聽,1,2,,,09335,128
0997,聞,1,6,,,09315,128
0998,聖,1,2,,,09308,128
0999,膽,1,2,,,09562,130
1000,能,1,5,,,09429,130
1001,育,1,4,,,09379,130
1002,臨,1,7,,,09601,131
1003,臣,1,5,,,09596,131
1004,自,1,41,,,09602,132
1005,至,1,26,,,09610,133
1006,舊,1,2,,,09633,134
1007,舂,1,6,,,09626,134
1008,興,1,2,,,09630,134
1009,與,1,31,,,09629,134
1010,擧,1,5,,,09632,134
1011,舍,1,3,,,09638,135
1012,良,1,4,,,09714,138
1013,色,1,2,,,09716,139
1014,蒙,1,3,,,10008,140
1015,蘭,1,2,,,10251,140
1016,萌,1,6,,,09941,140
1017,薊,1,7,,,10143,140
1018,萬,1,19,,,09954,140
1019,董,1,8,,,09979,140
1020,范,1,2,,,09808,140
1021,蓋,1,7,,,10040,140
1022,莫,1,2,,,09886,140
1023,苦,1,2,,,09789,140
1024,蔡,1,2,,,10080,140
1025,薨,1,2,,,10162,140
1026,芳,1,2,,,09759,140
1027,茂,1,14,,,09807,140
1028,蕭,1,2,,,10128,140
1029,若,1,2,,,09788,140
1030,09891,1,16,,,09891,140
1031,蝗,1,3,,,10459,142
1032,蠻,1,2,,,10603,142
1033,衞,1,2,,,10630,144
1034,衝,1,2,,,10628,144
1035,行,1,8,,,10614,144
1036,衣,1,3,,,10637,145
1037,西,1,16,,,10820,146
1038,見,1,15,,,10831,147
1039,親,1,3,,,10848,147
1040,言,1,9,,,10890,149
1041,討,1,6,,,10902,149
1042,詔,1,12,,,10959,149
1043,11170,1,2,,,11170,149
1044,謁,1,2,,,11094,149
1045,議,1,7,,,11195,149
1046,誠,1,2,,,11018,149
1047,説,1,3,,,11025,149
1048,謂,1,3,,,11095,149
1049,諸,1,31,,,11085,149
1050,請,1,5,,,11049,149
1051,語,1,3,,,11017,149
1052,誅,1,5,,,10999,149
1053,計,1,5,,,10896,149
1054,謝,1,3,,,11121,149
1055,謙,1,2,,,11117,149
1056,谷,1,3,,,11234,150
1057,謀,1,2,,,11092,149
1058,論,1,2,,,11058,149
1059,讖,1,2,,,11225,149
1060,讓,1,3,,,11222,149
1061,豐,1,8,,,11261,151
1062,豪,1,2,,,11282,152
1063,豹,1,2,,,11293,153
1064,貪,1,2,,,11342,154
1065,財,1,6,,,11334,154
1066,賣,1,2,,,11398,154
1067,賊,1,22,,,11377,154
1068,貢,1,2,,,11335,154
1069,賜,1,6,,,11393,154
1070,買,1,2,,,11356,154
1071,賈,1,3,,,11374,154
1072,賁,1,2,,,11366,154
1073,赤,1,17,,,11445,155
1074,赦,1,7,,,11447,155
1075,趣,1,2,,,11485,156
1076,起,1,14,,,11461,156
1077,赴,1,2,,,11457,156
1078,走,1,6,,,11454,156
1079,趙,1,3,,,11479,156
1080,足,1,4,,,11495,157
1081,身,1,2,,,11715,158
1082,躬,1,2,,,11716,158
1083,輒,1,3,,,11799,159
1084,車,1,11,,,11740,159
1085,輔,1,5,,,11801,159
1086,轉,1,3,,,11856,159
1087,輜,1,3,,,11814,159
1088,軼,1,3,,,11783,159
1089-1091,軍,1,103,,,11745,159
1092,輕,1,4,,,11802,159
1093,辛,1,8,,,11893,160
1094,辭,2,2,1,,11914,160
1095,遵,1,6,,,12091,162
1096,述,1,3,,,11968,162
1097,遂,1,14,,,12037,162
1098,通,1,4,,,12000,162
1099,道,1,9,,,12051,162
1100,退,1,2,,,11982,162
1101,還,1,15,,,12108,162
1102,進,1,28,,,12022,162
1103,遣,1,38,,,12074,162
1104,連,1,8,,,12010,162
1105,過,1,6,,,12046,162
1106,迎,1,5,,,11947,162
1107,追,1,4,,,11979,162
1108,逆,1,4,,,11986,162
1109,遇,1,3,,,12040,162
1110,逃,1,3,,,11984,162
1111,遽,1,2,,,12102,162
1112,邑,1,16,,,12123,163
1113,12207,1,3,,,12207,163
1114,鄲,1,9,,,12236,163
1115,部,1,10,,,12176,163
1116,郎,1,15,,,12168,163
1117,邯,1,9,,,12141,163
1118,邪,1,3,,,12139,163
1119,12221,1,3,,,12221,163
1120,郭,1,2,,,12179,163
1121,12180,1,2,,,12180,163
1122,12145,1,2,,,12145,163
1123,12239,1,3,,,12239,163
1124,12223,1,16,,,12223,163
1125,郷,1,5,,,12205,163
1126,都,1,7,,,12188,163
1127,郡,1,14,,,12170,163
1128,酉,1,4,,,12259,164
1129,酒,1,2,,,12266,164
1130,里,1,8,,,12372,166
1131,野,1,8,,,12374,166
1132,重,1,6,,,12373,166
1133,金,1,4,,,12380,167
1134,銅,1,6,,,12453,167
1135,鉅,1,3,,,12425,167
1136,長,1,19,,,12698,168
1137,門,1,6,,,12709,169
1138,閉,1,2,,,12714,169
1139,間,1,3,,,12724,169
1140,阜,1,5,,,12802,170
1141,陷,1,3,,,12869,170
1142,降,1,27,,,12838,170
1143-1144,陽,1,57,,,12876,170
1145,陵,1,17,,,12867,170
1146,陳,1,13,,,12864,170
1147,附,1,4,,,12834,170
1148,隆,1,5,,,12886,170
1149,隗,1,3,,,12901,170
1150,隸,1,2,,,12945,171
1151,難,1,3,,,13002,172
1152,雖,1,3,,,12991,172
1153,雨,1,2,,,13012,173
1154,雲,1,3,,,13020,173
1155,靈,1,2,,,13092,173
1156,霸,1,4,,,13078,173
1157,雷,1,2,,,13023,173
1158,震,1,2,,,13036,173
1159,青,1,6,,,13095,174
1160,非,1,4,,,13104,175
1161,面,1,3,,,13108,176
1162,顧,1,2,,,13409,181
1163,須,1,3,,,13304,181
1164,頓,1,2,,,13316,181
1165,領,1,2,,,13327,181
1166,食,1,8,,,13503,184
1167,養,1,2,,,13551,184
1168,饒,1,2,,,13641,184
1169,饑,1,2,,,13640,184
1170,餘,1,15,,,13565,184
1171,首,1,7,,,13661,185
1172,馬,1,22,,,13680,187
1173,驗,1,2,,,13849,187
1174,驚,1,3,,,13852,187
1175,駕,1,8,,,13724,187
1176,驃,1,5,,,13837,187
1177,馳,1,5,,,13688,187
1178,馮,1,8,,,13682,187
1179,騎,1,16,,,13787,187
1180,高,1,16,,,13940,189
1181,魚,1,2,,,14101,195
1182,魯,1,2,,,14116,195
1183,鮪,1,4,,,14169,195
1184,鹿,1,3,,,14621,198
1185,黄,1,3,,,14693,201
1186,鼓,1,3,,,14775,207
1187,齊,1,2,,,14828,210
1188,龍,1,2,,,14876,212
1189,14878,1,4,,,14878,212
1190,今,2,8,5,,00175,009
1191,内,2,4,1,,00585,011
1192,圍,2,13,3,,01641,031
1193,宛,2,11,1,,02326,040
1194,岑,2,10,3,,02541,046
1195,弘,2,1,1,,03047,057
1196,懷,2,5,2,,03585,061
1197,晨,2,1,1,,04554,072
1198,營,2,4,3,,06984,086
1199,皆,2,23,1,,07717,106
1200,眞,2,4,1,,07827,109
1201,笑,2,4,2,,08396,118
1202,蘇,2,4,2,,10231,140
1203,虎,2,5,2,,10264,141
1204,虜,2,9,2,,10273,141
1205,號,2,8,1,,10276,141
1206,詣,2,2,1,,10974,149
1207,謹,2,1,1,,11142,149
1208,辰,2,4,2,,11917,161
1209,關,2,6,1,,12790,169
1210,驍,2,1,1,,13841,187
1211,鳳,2,3,2,,14378,196
1212,黎,2,4,2,,14700,202
