統合ID,JIS文字,カード番号,字体数,例数,部首,大字典,大漢和,,
06331,渭,1176,1,3,085,06331,M17781,,
06340,游,1177,1,3,085,06340,M17792,,
06364,湘,1178,1,4,085,06364,M17842,,
06381,湯,1179,1,2,085,06381,M17874,,
06408,溢,1180,1,3,085,06408,M17951,,
06499,漢,1181,1,4,085,06499,M18153,,
06419,溶,1182,1,2,085,06419,M17983,,
06506,漫,1183,1,4,085,06506,M18166,,
06545,潭,1184,1,2,085,06545,M18271,,
06548,潛,1185,1,3,085,06548,M18240,,
06564,澄,1186,1,2,085,06564,M18315,,
06603,澤,1187,1,3,085,06603,M18383,,
06645,濤,1188a,2,1,085,06645,M18508,,
06645b,濤,1188b,2,1,085,06645,M18508,,
06697,瀕,1189,1,3,085,06697,M18636,,
06754,06754,1190,1,2,085,06754,M18779,,
06776,火,1191,1,2,086,06776,M18850,,
06801,炎,1192,1,2,086,06801,M18910,,
06804,06804,1193,1,2,086,06804,M18921,,
06831,烈,1194,1,3,086,06831,M18987,,
06861,焉,1195,1,4,086,06861,M19076,,
06885,然,1196,1,8,086,06885,M19149,,
06939,熊,1197,1,2,086,06939,M19294,,
06947,06947,1198,1,2,086,06947,M19325,,
06976,燎,1199,1,2,086,06976,M19414,,
06991,燭,1200,1,4,086,06991,M19480,,
07001,燿,1201,1,5,086,07001,M19520,,
07032,爲,1202,1,25,087,07032,M19686,,
07080,物,1203,1,3,093,07080,M19959,,
07172,07172,1204,1,4,094,07172,M20469,,
07203,猶,1205,1,2,094,07203,M20557,,
07230,獨,1206,1,4,094,07230,M20725,,
07256,玄,1207,1,12,095,07256,M20814,,
07261,玉,1208,1,10,096,07261,M20821,,
07262,王,1209,1,10,096,07262,M20823,,
07287,珍,1210,1,5,096,07287,M20920,,
07291,珠,1211,1,2,096,07291,M20956,,
07368,07368,1212,1,3,096,07368,M21203,,
07456,甘,1213,1,8,099,07456,M21643,,
07461,生,1214,1,3,100,07461,M21670,,
07478,田,1215,1,3,102,07478,M21723,,
07483,男,1216,1,2,102,07483,M21730,,
07521,畤,1217,1,2,102,07521,M21837,,
07591,疾,1218,1,2,104,07591,M22112,,
07706,登,1219,1,10,105,07706,M22668,,
07707,發,1220,1,7,105,07707,M22669,,
07709,白,1221,1,3,106,07709,M22678,,
07710,百,1222,1,7,106,07710,M22679,,
07718,皇,1223,1,20,106,07718,M22701,,
07721,皋,1224,1,2,106,07721,M22714,,
07770,盛,1225,1,2,108,07770,M23005,,
07779,盡,1226,1,2,108,07779,M23029,,
07785,盧,1227,1,2,108,07785,M23050,,
07786,盪,1228,1,2,108,07786,M23062,,
07790,目,1229,1,5,109,07790,M23105,,
07801,相,1230,1,10,109,07801,M23151,,
07811,眇,1231,1,3,109,07811,M23188,,
07813,眉,1232,1,2,109,07813,M23190,,
07832,眩,1233,1,2,109,07832,M23254,,
07902,瞰,1234,1,2,109,07902,M23704,,
07941,知,1235,1,3,111,07941,M23935,,
07954,石,1236,1,3,112,07954,M24024,,
08052,08052,1237,1,3,112,08052,M24407,,
08124,神,1238,1,25,113,08124,M24673,,
08135,祭,1239,1,2,113,08135,M24700,,
08143,禁,1240,1,2,113,08143,M24743,,
08165,禮,1241,1,2,113,08165,M24844,,
08172,禹,1242,1,2,114,08172,M24885,,
08176,禽,1243,1,2,114,08176,M24893,,
08187,秋,1244,1,3,115,08187,M24940,,
08212,移,1245,1,2,115,08212,M25045,,
08248,稱,1246,1,3,115,08248,M25180,,
08261,穀,1247,0,1,115,08261,M25221,,
08289,穰,1248,1,2,115,08289,M25383,,
08291,穴,1249,1,2,116,08291,M25406,,
08329,窮,1250,1,7,116,08329,M25593,,
08337,窺,1251,1,2,116,08337,M25633,,
08354,立,1252,1,3,117,08354,M25721,,
08361,竝,1253,1,2,117,08361,M25752,,
08366,章,1254,1,4,117,08366,M25761,,
08685,精,1255,1,3,119,08685,M26997,,
08739,紅,1256,1,2,120,08739,M27243,,
08753,純,1257,1,2,120,08753,M27277,,
08760,紛,1258,1,11,120,08760,M27295,,
08765,素,1259,1,3,120,08765,M27300,,
08773,紫,1260,1,2,120,08773,M27337,,
08795,終,1261,1,2,120,08795,M27372,,
08809,絶,1262,1,2,120,08809,M27407,,
08814,08814,1263,1,2,120,08814,M27419,,
08833,統,1264,1,3,120,08833,M27447,,
08993,總,1265,1,4,120,08993,M27844,,
09042,繹,1266,1,2,120,09042,M27975,,
09049,繽,1267,1,2,120,09049,M27999,,
09062,09062,1268,1,13,120,09062,M28039,,
09106,罕,1269,1,2,122,09106,M28217,,
09108,罘,1270,1,2,122,09108,M28224,,
09144,羅,1271,1,5,122,09144,M28397,,
09176,羨,1272,1,3,123,09176,M28503,,
09195,羽,1273,1,5,124,09195,M28614,,
09255,者,1274,1,11,125,09255,M28853,,
09264,而,1275,1,90,126,09264,M28871,,
09285,09285,1277,1,2,127,09285,M28952,,
09290,耳,1278,1,2,128,09290,M28999,,
09304,聊,1279,1,4,128,09304,M29049,,
09308,聖,1280,1,4,128,09308,M29074,,
09344,肅,1281,1,3,129,09344,M29225,,
09345,肆,1282,1,3,129,09345,M29226,,
09383,09383,1283,1,2,130,09383,M29326,,
09411,胡,1284,1,2,130,09411,M29400,,
09429,能,1285,1,6,130,09429,M29454,,
09462,脩,1286,1,5,130,09462,M29535,,
09544,膠,1287,1,2,130,09544,M29841,,
09596,臣,1288,1,5,131,09596,M30068,,
09602,自,1289,1,3,132,09602,M30095,,
09610,至,1290,1,7,133,09610,M30142,,
09617,臺,1291,1,7,133,09617,M30161,,
09618,臻,1292,1,3,133,09618,M30165,,
09643,舒,1293,1,2,135,09643,M30300,,
09736,芒,1294,1,2,140,09736,M30682,,
09753,芬,1295,1,4,140,09753,M30728,,
09759,芳,1296,1,4,140,09759,M30736,,
09788,若,1297,1,13,140,09788,M30796,,
07258,茲,1298,1,4,095,07258,M20816,,
09846,草,1299,1,2,140,09846,M30945,,
09851,荒,1300,1,3,140,09851,M30953,,
09921,華,1301,1,7,140,09921,M31214,,
09954,萬,1302,1,7,140,09954,M31339,,
09961,落,1303,1,2,140,09961,M31362,,
10008,蒙,1304,1,7,140,10008,M31555,,
10031,蒼,1305,1,4,140,10031,M31627,,
10040,蓋,1306,1,3,140,10040,M31652,,
09886,莫,1307,1,6,140,09886,M31078,,
10048,蓬,1308,1,2,140,10048,M31720,,
10121,10121,1309,1,2,140,10121,M31995,,
10128,蕭,1310,1,2,140,10128,M32012,,
10155,薜,1311,1,3,140,10155,M32125,,
10214,藹,1312,1,4,140,10214,M32397,,
10251,蘭,1313,1,4,140,10251,M32519,,
10264,虎,1314,1,5,141,10264,M32675,,
10271,10271,1315,1,23,141,10271,M32698,,
10272,虚,1316,1,3,141,10272,M32709,,
10349,蛇,1317,1,3,142,10349,M32964,,
10364,蛟,1318,1,2,142,10364,M33009,,
10388,蛾,1319,1,2,142,10388,M33082,,
10500,融,1320,1,2,142,10500,M33384,,
10515,10515,1321,1,2,142,10515,M33494,,
10575,蠖,1322,1,2,142,10575,M33752,,
10605,血,1323,0,1,143,10605,M33964,,
07844,07844,1324,1,6,109,07844,M23321,,
10614,行,1325,1,6,144,10614,M34029,,
10615,衍,1326,1,3,144,10615,M34033,,
10631,衡,1327,1,2,144,10631,M34078,,
10637,衣,1328,1,3,145,10637,M34091,,
10649,衰,1329,1,2,145,10649,M34127,,
10683,被,1330,1,6,145,10683,M34222,,
10724,裳,1331,1,2,145,10724,M34357,,
10820,西,1332,1,13,146,10820,M34763,,
10822,要,1333,1,2,146,10822,M34768,,
10831,見,1334,1,3,147,10831,M34796,,
10959,詔,1335,1,3,149,10959,M35379,,
10859,觀,1336,1,8,147,10859,M34993,,
10837,視,1337,1,2,147,10837,M34836,,
10887,觸,1338,1,2,148,10887,M35181,,
10890,言,1339,1,2,149,10890,M35205,,
11028,誰,1340,1,2,149,11028,M35586,,
11160,譎,1341,1,2,149,11160,M35956,,
11216,11216,1342,1,2,149,11216,M36120,,
11222,讓,1343,1,2,149,11222,M36139,,
11234,谷,1344,1,2,150,11234,M36182,,
11253,豈,1345,1,5,151,11253,M36249,,
11261,豐,1346,1,4,151,11261,M36304,,
11275,象,1347,1,4,152,11275,M36372,,
11293,豹,1348,1,3,153,11293,M36499,,
11329,貞,1349,1,2,154,11329,M36658,,
11332,負,1350,1,2,154,11332,M36660,,
11373,資,1351,1,2,154,11373,M36750,,
11386,賓,1352,1,2,154,11386,M36788,,
11403,賦,1353,1,4,154,11403,M36800,,
11467,超,1354,1,4,156,11467,M37096,,
11495,足,1355,1,7,157,11495,M37365,,
11548,路,1356,1,2,157,11548,M37524,,
11618,蹈,1357,1,3,157,11618,M37744,,
11622,蹌,1358,1,2,157,11622,M37755,,
11708,躡,1359,1,2,157,11708,M38009,,
11715,身,1360,1,2,158,11715,M38034,,
11740,車,1361,1,11,159,11740,M38172,,
11745,軍,1362,1,3,159,11745,M38179,,
11750,軒,1363,1,2,159,11750,M38187,,
11770,軫,1364,1,3,159,11770,M38243,,
11783,軼,1365,1,2,159,11783,M38275,,
11795,載,1366,1,2,159,11795,M38309,,
11802,輕,1367,1,3,159,11802,M38346,,
11838,11838,1368,1,2,159,11838,M38435,,
11846,輿,1369,1,7,159,11846,M38468,,
11866,11866,1370,1,2,159,11866,M38542,,
11885,轡,1371,1,3,159,11885,M38587,,
11898,辟,1372,1,2,160,11898,M38642,,
11914,辭,1373,1,5,160,11914,M38671,,
11919,農,1374,1,2,161,11919,M38688,,
11948,近,1375,1,2,162,11948,M38752,,
11976,迹,1376,1,3,162,11976,M38827,,
11977,迺,1377,1,9,162,11977,M38831,,
11986,逆,1378,1,2,162,11986,M38849,,
12000,通,1379,1,2,162,12000,M38892,,
12004,造,1380,1,2,162,12004,M38898,,
12010,連,1381,1,3,162,12010,M38902,,
12037,遂,1382,1,5,162,12037,M38985,,
12042,遊,1383,1,4,162,12042,M38994,,
12046,過,1384,1,2,162,12046,M39002,,
12048,遐,1385,1,2,162,12048,M39005,,
12051,道,1386,1,5,162,12051,M39010,,
12054,違,1387a,2,1,162,12054,M39013,,
12054b,違,1387b,2,1,162,12054,M39013,,
12062,遙,1388,1,3,162,12062,M39035,,
12070,遠,1389,1,4,162,12070,M39047,,
12082,遭,1390,1,2,162,12082,M39082,,
12097,遺,1391,1,3,162,12097,M39134,,
12108,還,1392,1,6,162,12108,M39174,,
12123,邑,1394,1,2,163,12123,M39269,,
12139,邪,1395,1,2,163,12139,M39319,,
12160,郊,1396,1,5,163,12160,M39392,,
12188,都,1397,1,3,163,12188,M39509,,
12234,鄰,1398,1,2,163,12234,M39656,,
12263,配,1399,1,2,164,12263,M39771,,
12350,醴,1400,1,3,164,12350,M40053,,
12372,里,1401,1,5,166,12372,M40131,,
12373,重,1402,1,3,166,12373,M40132,,
12374,野,1403a,3,2,166,12374,M40133,,
12374b,野,1403b,3,1,166,12374,M40133,,
12374c,野,1403c,3,1,166,12374,M40133,,
12379,釐,1404,1,2,166,12379,M40146,,
12425,鉅,1405,1,2,167,12425,M40286,,
12528,錯,1406,1,2,167,12528,M40579,,
12563,鍾,1407,1,4,167,12563,M40672,,
12698,長,1408,1,6,168,12698,M41100,,
12709,門,1409,1,5,169,12709,M41208,,
12716,開,1410,1,8,169,12716,M41233,,
12724,間,1411,1,3,169,12724,M41248,,
12749,12749,1412,1,2,169,12749,M41330,,
12790,關,1413,1,6,169,12790,M41470,,
12817,12817,1414,1,2,170,12817,M41566,,
12833,陂,1415,1,2,170,12833,M41603,,
12838,降,1416,1,5,170,12838,M41620,,
12851,陟,1417,1,2,170,12851,M41659,,
12864,陳,1418,1,6,170,12864,M41698,,
12867,陵,1419,1,3,170,12867,M41704,,
12870,陸,1420,1,3,170,12870,M41708,,
12876,陽,1421,1,8,170,12876,M41725,,
12886,隆,1422,1,7,170,12886,M41746,,
12935,隱,1423,1,3,170,12935,M41891,,
12955,雀,1424,1,2,172,12955,M41954,,
12961,雄,1425,1,8,172,12961,M41972,,
12963,集,1426,1,3,172,12963,M41974,,
12965,雉,1427,1,2,172,12965,M41987,,
12972,雍,1428a,2,2,172,12972,M42000,,
12972b,雍,1428b,2,2,172,12972,M42000,,
12991,雖,1429,1,4,172,12991,M42104,,
13001,離,1431,1,14,172,13001,M42140,,
13012,雨,1432,1,2,173,13012,M42210,,
13020,雲,1433,1,14,173,13020,M42235,,
13023,雷,1434,1,6,173,13023,M42245,,
13026,電,1435,1,4,173,13026,M42253,,
13035,霆,1436,1,2,173,13035,M42299,,
13095,青,1437,1,4,174,13095,M42564,,
13104,非,1438,1,8,175,13104,M42585,,
13107,靡,1439,1,7,175,13107,M42612,,
13192,鞭,1440,1,3,177,13192,M42937,,
13307,頌,1441,1,4,181,13307,M43365,,
13376,題,1442,1,2,181,13376,M43584,,
13423,風,1443,1,11,182,13423,M43756,,
13495,飛,1444,1,11,183,13495,M44000,,
13497,13497,1445,1,2,183,13497,M44003,,
13565,餘,1446,1,3,184,13565,M44185,,
13661,首,1447,1,2,185,13661,M44489,,
13680,馬,1448,1,3,187,13680,M44572,,
13688,馳,1449,1,7,187,13688,M44593,,
13693,13693,1450,1,2,187,13693,M44605,,
13712,13712,1451,1,4,187,13712,M44651,,
13724,駕,1452,1,4,187,13724,M44667,,
13733,駟,1453,1,2,187,13733,M44683,,
13751,駭,1454,1,4,187,13751,M44725,,
13780,駢,1455,1,4,187,13780,M44795,,
13787,騎,1456,1,8,187,13787,M44817,,
13820,騰,1457,1,3,187,13820,M44915,,
13839,驅,1458,1,2,187,13839,M44968,,
13940,高,1459,1,11,189,13940,M45313,,
14036,鬯,1460a,2,1,192,14036,M45661,,
14036b,鬯,1460b,2,1,192,14036,M45661,,
14061,鬼,1461,1,3,194,14061,M45758,,
14067,魂,1462,1,4,194,14067,M45787,,
14101,魚,1463,1,3,195,14101,M45956,,
14361,鳥,1464,1,2,196,14361,M46634,,
14378,鳳,1465a,2,5,196,14378,M46671,,
14378b,鳳,1465b,2,2,196,14378,M46671,,
14379,鳴,1466,1,3,196,14379,M46672,,
14446,鴻,1467a,2,5,196,14446,M46874,,
14446b,鴻,1467b,2,1,196,14446,M46874,,
14611,鸞,1468a,2,3,196,14611,M47508,,
14611b,鸞,1468b,2,3,196,14611,M47508,,
14636,麋,1469,1,2,198,14636,M47625,,
14642,麒,1470,1,2,198,14642,M47657,,
14645,麗,1471,1,10,198,14645,M47663,,
14655,麟,1472,1,3,198,14655,M47690,,
14693,黄,1473,1,5,201,14693,M47926,,
14876,龍,1474a,2,8,212,14876,M48818,,
14876b,龍,1474b,2,6,212,14876,M48818,,
00025,世,1475a,2,5,001,00025,M00031,,
00025b,世,1475b,2,1,001,00025,M00031,,
00150,亡,1476a,2,6,008,00150,M00287,,
00150b,亡,1476b,2,6,008,00150,M00287,,
00598,兮,1477a,2,117,012,00598,M01455,,
00598b,兮,1477b,2,37,012,00598,M01455,,
00608,典,1481a,2,1,012,00608,M01474,,
00608b,典,1481b,2,1,012,00608,M01474,,
00651,冥,1482a,2,5,014,00651,M01588,,
00651b,冥,1482b,2,2,014,00651,M01588,,
00725,函,1483a,2,1,017,00725,M01826,,
00725b,函,1483b,2,1,017,00725,M01826,,
00759,初,1484a,2,2,018,00759,M01911,,
00759b,初,1484b,2,1,018,00759,M01911,,
00913,勸,1485a,2,1,019,00913,M02486,,
00913b,勸,1485b,2,1,019,00913,M02486,,
01044,卻,1486a,2,1,026,01044,M02867,,
01044b,卻,1486b,2,1,026,01044,M02867,,
01063,01063,1487a,2,4,027,01063,M02930,,
01063b,01063,1487b,2,1,027,01063,M02930,,
01079,厥,1488a,2,3,027,01079,M02992,,
01079b,厥,1488b,2,2,027,01079,M02992,,
01139,叢,1489a,2,1,029,01139,M03220,,
01139b,叢,1489b,2,1,029,01139,M03220,,
01263,和,1490,2,5,030,01263,M03490,,
01342,唐,1491a,2,8,030,01342,M03709,,
01342b,唐,1491b,2,1,030,01342,M03709,,
01574,嚮,1492a,2,1,030,01574,M04565,,
01574b,嚮,1492b,2,1,030,01574,M04565,,
01609,回,1493a,2,6,031,01609,M04690,,
01609b,回,1493b,2,2,031,01609,M04690,,
01641,圍,1494,2,4,031,01641,M04806,,
01710,垂,1495,1,7,032,01710,M05012,,
01725,垠,1496a,2,3,032,01725,M05054,,
01725b,垠,1496b,2,1,032,01725,M05054,,
01873,壁,1498a,2,2,032,01873,M05516,,
01873b,壁,1498b,2,1,032,01873,M05516,,
01931,01931,1499a,2,1,035,01931,M05747,,
01931b,01931,1499b,2,1,035,01931,M05747,,
01952,夭,1500a,2,1,037,01952,M05838,,
01952b,夭,1500b,2,1,037,01952,M05838,,
01961,夷,1501a,2,2,037,01961,M05852,,
01961b,夷,1501b,2,2,037,01961,M05852,,
02013,奪,1502a,2,1,037,02013,M05994,,
02013b,奪,1502b,2,1,037,02013,M05994,,
02019,奮,1503a,2,1,037,02019,M06012,,
02019b,奮,1503b,2,1,037,02019,M06012,,
02389,寥,1504a,2,1,040,02389,M07292,,
02389b,寥,1504b,2,1,040,02389,M07292,,
02366,富,1505a,2,1,040,02366,M07230,,
02366b,富,1505b,2,1,040,02366,M07230,,
02425,將,1506a,2,10,041,02425,M07438,,
02425b,將,1506b,2,3,041,02425,M07438,,
02780,差,1507a,2,1,048,02780,M08732,,
02780b,差,1507b,2,1,048,02780,M08732,,
03006,建,1508a,2,3,054,03006,M09574,,
03006b,建,1508b,2,3,054,03006,M09574,,
03047,弘,1509a,2,2,057,03047,M09709,,
03047b,弘,1509b,2,1,057,03047,M09709,,
03130,徂,1510a,2,1,060,03130,M10078,,
03130b,徂,1510b,2,1,060,03130,M10078,,
03143,徒,1511a,2,5,060,03143,M10121,,
03143b,徒,1511b,2,2,060,03143,M10121,,
03151,從,1512a,2,5,060,03151,M10152,,
03151b,從,1512b,2,1,060,03151,M10152,,
03686,扶,1513a,2,3,064,03686,M11840,,
03686b,扶,1513b,2,1,064,03686,M11840,,
03690,承,1514a,2,2,064,03690,M11852,,
03690b,承,1514b,2,1,064,03690,M11852,,
04224,收,1515,0,1,066,04224,M13110,,
04280,散,1516a,2,2,066,04280,M13265,,
04280b,散,1516b,2,1,066,04280,M13265,,
04281,敦,1517a,2,2,066,04281,M13276,,
04281b,敦,1517b,2,1,066,04281,M13276,,
04298,數,1518a,2,1,066,04298,M13363,,
04298b,數,1518b,2,1,066,04298,M13363,,
04410,04410,1519a,2,1,070,04410,M13660,,
04410b,04410,1519b,2,1,070,04410,M13660,,
04653,曳,1520a,2,2,073,04653,M14282,,
04653b,曳,1520b,2,1,073,04653,M14282,,
04807,枝,1521a,2,2,075,04807,M14557,,
04807b,枝,1521b,2,1,075,04807,M14557,,
04993,梨,1522a,2,1,075,04993,M14873,,
04993b,梨,1522b,2,1,075,04993,M14873,,
05161,極,1523a,2,4,075,05161,M15181,,
05161b,極,1523b,2,1,075,05161,M15181,,
05237,槍,1524a,2,3,075,05237,M15319,,
05237b,槍,1524b,2,1,075,05237,M15319,,
05305,樛,1525a,2,1,075,05305,M15445,,
05305b,樛,1525b,2,1,075,05305,M15445,,
05518,05518,1526a,2,2,075,05518,M15903,,
05518b,05518,1526b,2,1,075,05518,M15903,,
05935,民,1527a,2,5,083,05935,M17028,,
05935b,民,1527b,2,1,083,05935,M17028,,
06984,營,1528a,2,6,086,06984,M19457,,
06984b,營,1528b,2,2,086,06984,M19457,,
07043,爾,1529a,2,2,089,07043,M19750,,
07043b,爾,1529b,2,1,089,07043,M19750,,
07047,牆,1530a,2,1,090,07047,M19806,,
07047b,牆,1530b,2,1,090,07047,M19806,,
07241,獲,1531a,2,1,094,07241,M20758,,
07241b,獲,1531b,2,1,094,07241,M20758,,
07394,瓊,1532a,2,2,096,07394,M21328,,
07394b,瓊,1532b,2,1,096,07394,M21328,,
08107,祇,1533a,2,2,113,08107,M24639,,
08107b,祇,1533b,2,1,113,08107,M24639,,
08118,祗,1534a,2,1,113,08118,M24665,,
08118b,祗,1534b,2,1,113,08118,M24665,,
08204,秦,1535a,2,1,115,08204,M24995,,
08204b,秦,1535b,2,1,115,08204,M24995,,
08265,穆,1536a,2,4,115,08265,M25251,,
08265b,穆,1536b,2,4,115,08265,M25251,,
08856,經,1537a,2,3,120,08856,M27508,,
08856b,經,1537b,2,1,120,08856,M27508,,
08767,索,1538a,2,3,120,08767,M27306,,
08767b,索,1538b,2,1,120,08767,M27306,,
09175,羣,1539a,2,5,123,09175,M28497,,
09175b,羣,1539b,2,3,123,09175,M28497,,
09220,翠,1540a,2,5,124,09220,M28732,,
09220b,翠,1540b,2,1,124,09220,M28732,,
09328,聲,1541a,2,5,128,09328,M29166,,
09328b,聲,1541b,2,1,128,09328,M29166,,
09414,胥,1542a,2,2,130,09414,M29406,,
09414b,胥,1542b,2,1,130,09414,M29406,,
09601,臨,1543a,2,5,131,09601,M30087,,
09601b,臨,1543b,2,2,131,09601,M30087,,
09633,舊,1544a,2,1,134,09633,M30249,,
09633b,舊,1544b,2,1,134,09633,M30249,,
09629,與,1545a,2,30,134,09629,M30212,,
09629b,與,1545b,2,2,134,09629,M30212,,
09665,般,1546a,2,3,137,09665,M30388,,
09665b,般,1546b,2,1,137,09665,M30388,,
09795,英,1547a,2,1,140,09795,M30808,,
09795b,英,1547b,2,1,140,09795,M30808,,
10139,薄,1548a,2,3,140,10139,M32083,,
10139b,薄,1548b,2,1,140,10139,M32083,,
09807,茂,1549a,2,1,140,09807,M30833,,
09807b,茂,1549b,2,1,140,09807,M30833,,
09772,苑,1550a,2,2,140,09772,M30774,,
09772b,苑,1550b,2,1,140,09772,M30774,,
10270,處,1551a,2,1,141,10270,M32697,,
10270b,處,1551b,2,1,141,10270,M32697,,
10275,虞,1552a,2,8,141,10275,M32723,,
10275b,虞,1552b,2,1,141,10275,M32723,,
10440,10440,1553a,2,1,142,10440,M33202,,
10440b,10440,1553b,2,1,142,10440,M33202,,
10857,覽,1554a,2,3,147,10857,M34977,,
10857b,覽,1554b,2,3,147,10857,M34977,,
11454,走,1555a,2,1,156,11454,M37034,,
11454b,走,1555b,2,1,156,11454,M37034,,
11668,蹶,1556a,2,1,157,11668,M37880,,
11668b,蹶,1556b,2,1,157,11668,M37880,,
11947,迎,1557a,2,1,162,11947,M38748,,
11947b,迎,1557b,2,1,162,11947,M38748,,
12087,遲,1558a,3,2,162,12087,M39113,,
12087b,遲,1558b,3,1,162,12087,M39113,,
12087c,遲,1558c,3,1,162,12087,M39113,,
12441,鉤,1559a,2,4,167,12441,M40319,,
12441b,鉤,1559b,2,1,167,12441,M40319,,
12782,闔,1560a,2,1,169,12782,M41452,,
12782b,闔,1560b,2,1,169,12782,M41452,,
12783,闕,1561a,2,1,169,12783,M41456,,
12783b,闕,1561b,2,1,169,12783,M41456,,
12881,12881,1562a,2,1,170,12881,M41738,,
12881b,12881,1562b,2,1,170,12881,M41738,,
12997,雜,1563a,2,1,172,12997,M42122,,
12997b,雜,1563b,2,1,172,12997,M42122,,
13073,露,1564a,2,2,173,13073,M42463,,
13073b,露,1564b,2,1,173,13073,M42463,,
13409,顧,1565a,2,2,181,13409,M43689,,
13409b,顧,1565b,2,1,181,13409,M43689,,
13468,13468,1566a,2,3,182,13468,M43909,,
13468b,13468,1566b,2,1,182,13468,M43909,,
13584,館,1567a,2,2,184,13584,M44237,,
13584b,館,1567b,2,1,184,13584,M44237,,
13773,騁,1568a,2,1,187,13773,M44778,,
13773b,騁,1568b,2,1,187,13773,M44778,,
14327,鱗,1569a,2,4,195,14327,M46502,,
14327b,鱗,1569b,2,1,195,14327,M46502,,
14828,齊,1570a,2,6,210,14828,M48560,,
14828b,齊,1570b,2,2,210,14828,M48560,,
01104,參,1571a,3,1,028,01104,M03098,,
01104b,參,1571b,3,1,028,01104,M03098,,
01104c,參,1571c,3,1,028,01104,M03098,,
04591,暗,1572a,2,3,072,04591,M14065,,
04591b,暗,1572b,2,1,072,04591,M14065,,
07244,獵,1573a,3,5,094,07244,M20768,,
07244b,獵,1573b,3,1,094,07244,M20768,,
07244c,獵,1573c,3,1,094,07244,M20768,,
07088,犀,1574a,3,2,093,07088,M20045,,
07088b,犀,1574b,3,1,093,07088,M20045,,
07088c,犀,1574c,3,1,093,07088,M20045,,
12862,陰,1575a,3,4,170,12862,M41691,,
12862b,陰,1575b,3,3,170,12862,M41691,,
12862c,陰,1575c,3,2,170,12862,M41691,,
13092,靈,1576a,3,17,173,13092,M42532,,
13092b,靈,1576b,3,1,173,13092,M42532,,
13092c,靈,1576c,3,1,173,13092,M42532,,
13836,驂,1577a,3,1,187,13836,M44965,,
13836b,驂,1577b,3,1,187,13836,M44965,,
13836c,驂,1577c,3,1,187,13836,M44965,,
14039,鬱,1578a,3,1,192,14039,M45671,,
14039b,鬱,1578b,3,1,192,14039,M45671,,
14039c,鬱,1578c,3,1,192,14039,M45671,,
06310,淵,1579a,5,2,085,06310,M17692,,
06310b,淵,1579b,5,2,085,06310,M17692,,
06310c,淵,1579c,5,1,085,06310,M17692,,
06310d,淵,1579d,5,1,085,06310,M17692,,
06310e,淵,1579e,5,1,085,06310,M17692,,
M00568,M00568,1580,0,1,009,,M00568,,
M00770,M00770,1581,0,1,009,,M00770,,
M00853,M00853,1582,0,1,009,,M00853,,
07259,率,1583,0,1,095,07259,M20817,,
M07928,M07928,1585,0,1,046,,M07928,,
02686,02686,1586,0,1,046,02686,M08398,,
M12400,M12400,1587,0,1,064,,M12400,,
M14799,M14799,1588,0,1,075,,M14799,,
03932,03932,1589,0,1,064,03932,M12411,,
M17248,M17248,1590,0,1,085,,M17248,,
M19654,M19654,1591,0,1,087,,M19654,,
M03123,M03123,1592,0,1,029,,M03123,,
09199,09199,1593,0,1,124,09199,M28625,,
07845,07845,1594,0,1,109,07845,M23320,,
M30909,M30909,1595,0,1,140,,M30909,,
M43243,M43243,1597,0,1,179,,M43243,,
M44672,M44672,1598,0,1,187,,M44672,,
